model_choice,feature_choice,reducer_choice,n_components,y_scale,train_rmse,val_rmse,test_rmse,s_kl,s_rmlse,t_kl,t_rmlse,model_path
cnn,all,fa,2,False,10.848017594823919,11.637574784836328,10.357507429559691,0.07639740720543861,0.6893814917641621,0.08420295475462901,0.7074703599234801,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_1_0.h5
cnn,all,tca,18,False,12.254192666070422,12.240950901553026,10.639595064213607,0.0905921685064657,0.648436172797983,0.08724042863967729,0.711410050572066,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_14_1.h5
cnn,all,pca,2,False,12.43988623174422,12.384745024063452,11.11812978243429,0.09257220532167473,0.7003965431484036,0.09059592541029265,0.7197972320811948,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_0_1.h5
cnn,all,tca,10,False,11.831690969445061,12.081003506954625,10.799383877642128,0.08484418308777043,0.6551847393528473,0.09198255820258218,0.7550359077982585,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_8_1.h5
cnn,all,tca,22,False,13.700256043621637,13.308608344337843,11.027052812491373,0.12283230233847311,0.7522562802575468,0.09201024395365379,0.704281764787173,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_17_2.h5
cnn,all,pca,30,False,13.43841180982549,13.75797186107369,11.45462523391534,0.11776709715173563,0.6948845071877481,0.09435490445402148,0.6871138950874206,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_21_1.h5
cnn,all,pca,26,False,11.428573511453228,11.55936076938834,12.160691352681647,0.07791224480124093,0.640101025564349,0.09880410987709154,0.7557228306077343,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_18_1.h5
cnn,all,tca,6,False,11.756522048364145,11.625202484261143,11.280300188587537,0.08234747522820828,0.6754560100204453,0.10020391181595584,0.7778871088571508,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_5_0.h5
cnn,all,tca,14,False,12.049078024161144,12.18778694941381,11.30235440577365,0.08451557950612457,0.7128968733274339,0.10209704821484451,0.7982354047731166,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_11_0.h5
cnn,all,fa,6,False,14.187371158052759,13.64320527659194,12.001920624507234,0.1277127981475622,0.7513736974711838,0.1047102234975045,0.7178424665612241,./logs/42e03a98-30f9-11e8-8893-d094662bd47d.h5/best_model_4_1.h5
