model_choice,feature_choice,reducer_choice,n_components,y_scale,train_rmse,val_rmse,test_rmse,s_kl,s_rmlse,t_kl,t_rmlse,model_path
dense_cnn,all,fa,6,origin,12.3209157481,11.966371479700001,11.4182235611,0.0926220915468,0.7075059035169999,0.117895537895,0.764243786895,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_3_15.h5
dense_cnn,all,fa,10,origin,12.3349145328,11.8334405877,11.8604934051,0.08921101307330001,0.695386932781,0.121942022944,0.743809346044,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_5_20.h5
dense_cnn,all,pca,10,origin,12.2942669075,11.9510622951,11.707702441099999,0.09231806327960004,0.6961913650220001,0.124628162797,0.7932695688410001,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_4_1.h5
dense_cnn,all,pca,6,origin,12.5754302609,11.9820005502,11.6357209875,0.09776062871300001,0.7058917826719999,0.12488255552300001,0.810402185104,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_2_28.h5
dense_cnn,all,fa,2,origin,13.205316468,12.606520783699999,11.7990508076,0.10160473057,0.731802845298,0.126977732391,0.8203615358319999,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_1_1.h5
dense_cnn,all,fa,14,origin,11.7726846422,11.5038321953,11.9013234679,0.0842854612232,0.6992585243880001,0.12829415357100002,0.837767101613,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_7_31.h5
dense_cnn,all,fa,18,origin,11.437128366400001,11.2547669496,11.918767250999998,0.0802904465382,0.664422686384,0.130955456118,0.7974329895110001,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_9_21.h5
dense_cnn,all,pca,14,origin,12.6131099974,12.4455914491,12.262230963499999,0.0983075600739,0.687544143153,0.133785492956,0.794192259867,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_6_28.h5
dense_cnn,all,fa,22,origin,11.8324109117,11.677347662699999,12.3482716803,0.08483057699560001,0.6734523735789999,0.141117671368,0.8001116866069999,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_11_22.h5
dense_cnn,all,pca,2,origin,13.0779722244,12.4608553854,12.3596056698,0.103937005503,0.756320770702,0.142257378905,0.883390290827,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_0_5.h5
dense_cnn,all,fa,26,origin,12.1190099699,11.7064019007,12.522917024000002,0.0904335558406,0.672625735341,0.142378421448,0.866435206517,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_13_19.h5
dense_cnn,all,pca,22,origin,13.065514804100001,12.7215214157,12.4763553042,0.09896887137180001,0.682267205421,0.143321971582,0.851475688793,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_10_20.h5
dense_cnn,all,pca,18,origin,12.87660739,12.2749707704,12.379828500999999,0.100655768036,0.7123581283210001,0.14599998445499998,0.914377176979,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_8_22.h5
dense_cnn,all,fa,30,origin,11.069431308199999,11.3993093817,12.3205510678,0.07492538974489997,0.637629705748,0.147713040106,0.792873349093,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_15_17.h5
dense_cnn,all,all,-1,origin,11.2322187771,11.5438497191,12.618910881400002,0.07756397848299999,0.658664847087,0.153533434883,0.895841915844,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_16_21.h5
dense_cnn,all,pca,26,origin,11.346897186500001,11.873369755999999,13.257581825,0.08073288382919999,0.668148255215,0.15504625169000005,0.901154273027,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_12_14.h5
dense_cnn,all,pca,30,origin,11.435716496600001,11.731545623499999,13.3451698845,0.0799706114372,0.682659615642,0.166598355035,0.965193888203,./logs/ba6bb272-318a-11e8-b8dc-d094662bd47d/best_model_14_13.h5
