model_choice,feature_choice,reducer_choice,n_components,y_scale,train_rmse,val_rmse,test_rmse,s_kl,s_rmlse,t_kl,t_rmlse,model_path
cnn,engineer,pca,2,origin,13.5898768302,13.6145914042,13.5586632451,0.155220069981,0.920508752691,0.105881289153,0.751355967075,./logs/3a7d8988-34ef-11e8-a165-d094662bd47d/best_model_0_3.h5
cnn,engineer,fa,2,origin,12.0373128425,11.8784485118,13.5162935969,0.13074269021999999,0.849753364361,0.10797474413899999,0.7604882862119999,./logs/3a7d8988-34ef-11e8-a165-d094662bd47d/best_model_1_2.h5
