model_choice,feature_choice,reducer_choice,n_components,y_scale,train_rmse,val_rmse,test_rmse,s_kl,s_rmlse,t_kl,t_rmlse,model_path
cnn,poi,fa,10,min_max,11.436135858392374,12.142171827567402,15.296472548318023,0.1376769144875153,0.9416709975549964,0.15428968203791754,0.8830418748284469,./logs/0afdce7e-3108-11e8-b586-6a00022fd770.h5/best_model_0_0.h5
cnn,poi,fa,10,min_max,11.222722793982168,11.933625094792433,15.366607745011578,0.1370652093934129,0.9329033297730275,0.15833940687283374,0.8866336386926216,./logs/56a3fd54-315c-11e8-95dc-6a00022fd770.h5/best_model_0_0.h5
cnn,poi,all,-1,min_max,13.351591723764573,14.07367685903234,15.939207697525195,0.17503634868023593,1.0729424922121718,0.17063960991774146,0.9359265924168597,./logs/56a3fd54-315c-11e8-95dc-6a00022fd770.h5/best_model_2_0.h5
