model_choice,model_path,n_components,reducer_choice,s_kl,s_rmlse,t_kl,t_rmlse,test_rmse,train_rmse,val_rmse
cnn,./logs\0320183250\best_model_0_0.h5,10,0,0.0770597242821844,0.6287998872720627,0.0973365580814288,0.7026592038573833,14.091183003634994,9.930755323103336,10.355620691651831
cnn,./logs\0320183542\best_model_0_0.h5,10,0,0.0602642200964426,0.6060614761208613,0.12441334949019975,0.7980469427109008,13.699001335080904,8.304387242272407,9.963921220486473
